Engine_Size,Mileage,Doors,Owner_Count,Price
1.4,70538,4,3,9089
1.1,272667,2,5,2000
2.3,74487,4,2,9410
2.8,295810,3,4,6683
1.5,214060,2,3,4318
4.3,250647,5,5,12287
4.0,77402,3,4,8051
3.3,127140,4,1,8457
2.8,94715,2,1,14505
3.7,27548,4,4,9049
3.5,165270,4,3,9094
3.1,96499,4,2,7970
2.8,133561,5,4,11728
4.1,125962,4,3,5680
1.1,268170,5,4,5536
1.9,2941,5,5,12941
4.1,84783,5,2,9804
4.9,183283,3,5,9334
4.0,291346,5,3,9573
3.0,186644,4,2,10567
2.4,43610,5,5,11127
2.4,124701,4,3,10905
4.8,206631,2,5,7567
4.8,56900,5,4,13462
2.1,181247,5,2,5775
1.6,272408,5,5,5651
4.4,263004,2,3,7939
4.4,195636,5,5,6387
3.7,161117,5,2,8477
2.2,169621,5,1,9907
1.9,127041,5,2,5259
3.3,265991,3,3,4380
2.1,111188,2,1,8676
4.4,3282,5,5,12334
2.3,213214,2,3,10735
3.8,237404,2,5,7451
3.5,158177,5,4,10336
2.9,29373,4,3,10612
1.9,206722,5,2,6865
1.3,237507,4,2,8949
3.6,276911,5,2,6061
2.6,984,5,1,9680
2.5,51032,5,2,8579
1.3,199703,3,4,9705
2.2,250461,3,5,7190
2.6,108970,4,1,4820
1.5,113401,4,3,6931
2.9,232555,3,1,9048
1.2,61485,2,1,11770
4.1,154322,2,5,11213
3.8,52136,4,1,13457
1.8,242154,5,5,3456
3.9,128356,2,4,10032
2.8,28078,5,3,13038
3.0,94308,2,5,11213
4.2,172133,5,4,12757
3.5,150273,3,5,8294
2.3,68714,4,4,7725
4.7,179768,5,5,8504
3.5,114288,5,2,10414
4.0,137339,4,3,11253
3.8,37886,5,3,16342
3.5,128476,3,4,13230
3.8,265820,5,4,8783
4.5,51637,3,5,14567
4.3,219039,2,2,8819
1.4,251150,5,1,7377
2.0,92489,4,1,11950
4.4,273359,5,2,4932
2.8,165761,5,3,8684
1.2,145536,3,4,8689
4.1,269014,4,2,7019
2.7,296210,3,3,2375
1.5,21542,2,2,8769
3.1,214949,2,3,8501
4.4,16247,3,5,9975
4.4,205659,4,2,10086
5.0,75170,4,4,13196
1.5,67309,3,5,10153
3.0,20410,4,5,9191
5.0,13964,3,2,11820
2.9,290237,2,3,10095
2.8,81687,3,1,7366
3.6,17388,2,1,13352
3.3,221294,5,1,7974
3.2,210689,5,5,8086
2.6,189597,3,1,6608
3.4,253435,5,2,12231
1.8,31599,2,4,8968
3.2,34506,3,5,7909
3.5,156924,5,2,5361
1.9,136171,2,1,5876
2.9,19381,4,3,12112
3.6,225418,2,5,5891
3.7,267929,4,1,7641
3.8,250150,5,4,9797
2.0,255481,3,5,8690
3.5,31540,4,1,11769
4.0,77561,2,4,10748
3.2,49396,4,4,12612
3.6,245830,2,1,8683
4.8,147067,4,2,16358
4.5,54099,3,2,14818
4.4,169351,2,2,7912
3.9,118183,5,2,7636
2.5,200750,2,4,10085
2.0,88505,2,2,10429
4.2,69904,3,3,10801
1.9,259644,3,2,5307
1.5,16930,3,5,9261
4.2,200947,3,2,12381
4.4,28301,2,1,16333
1.1,283706,3,5,5625
3.1,269475,2,3,3110
1.5,7606,5,1,6947
3.9,299045,4,4,4719
2.6,132155,3,3,14156
1.6,112579,5,1,10848
4.1,275004,5,1,3699
2.1,291445,3,1,2000
2.4,98507,2,4,12629
1.1,12539,3,3,10349
2.0,166859,4,1,9762
3.2,122820,2,5,7943
3.4,21265,3,2,11874
1.8,291766,4,2,2964
3.4,40723,5,1,9885
3.1,192172,5,5,6056
4.2,210669,5,2,14486
2.2,262490,5,2,5650
3.6,186632,5,2,4267
2.3,62011,5,2,10559
4.0,265062,5,1,3098
4.7,66344,4,3,10773
4.4,12784,4,2,16844
1.4,132100,2,4,7658
3.5,131830,4,5,5863
2.3,251272,3,3,8774
3.2,260143,4,2,10697
3.1,1798,2,2,11264
3.6,151690,5,5,10066
2.6,89008,5,3,7819
2.5,197226,2,2,6755
3.3,92502,2,2,13249
2.5,83216,2,2,8235
4.2,233548,4,5,7529
1.4,1117,4,1,6677
4.7,114692,4,1,13106
1.9,244535,4,1,6109
2.0,244381,4,2,5912
1.5,106718,5,1,7665
1.3,25562,2,5,14288
2.7,277046,4,4,8359
2.2,155769,4,3,11984
1.3,83470,5,2,12330
4.1,176931,2,1,7361
2.1,197705,5,2,4145
3.2,237669,2,1,7046
2.1,14736,2,5,10505
1.1,240749,2,5,8285
4.3,64681,4,4,13606
1.1,195097,2,5,3198
4.2,205718,2,2,8985
2.2,285342,5,2,2000
3.2,47918,3,2,15541
3.5,196673,4,5,4866
4.4,1847,3,4,15463
4.4,275566,2,2,6488
1.7,165134,4,4,9397
2.8,171057,2,1,7378
1.7,13255,5,1,13134
1.1,97530,4,5,8049
4.1,66636,4,2,11767
2.0,208069,5,4,9338
4.8,92339,2,3,11353
4.5,294589,4,4,9308
1.7,256028,5,2,5579
2.8,247804,5,4,9343
2.3,34440,3,3,7711
4.9,3346,3,3,9933
4.8,234831,2,5,9903
3.1,102958,3,5,12840
4.0,186118,5,1,8077
3.4,266689,3,3,5966
3.6,289815,5,2,8903
2.7,193749,4,3,9225
1.4,256955,2,3,4860
3.6,129081,4,5,12918
3.9,227118,5,3,7657
2.8,136677,3,3,11266
4.2,120374,2,2,13092
5.0,178565,5,2,11928
2.9,163878,4,2,6722
1.0,158912,4,2,7621
3.5,80378,3,2,8792
2.4,123882,3,5,8222
3.3,30141,3,5,10597
3.9,37096,5,2,9758
2.3,38439,4,1,11931
2.8,297859,4,3,6542
1.4,36153,5,4,5976
1.2,273953,4,4,2620
4.8,154335,3,2,12013
4.4,283836,5,2,6223
2.1,297328,2,3,5753
3.9,292261,4,5,3354
4.6,220518,2,2,9689
3.1,295072,5,2,6398
2.1,213111,5,1,9537
3.8,14956,2,3,14700
4.7,54454,2,2,14610
2.1,6916,3,3,7061
3.4,209941,2,2,8401
3.2,137054,2,1,6058
4.6,284897,5,2,4902
1.2,55837,4,1,9183
4.4,149333,3,3,11813
1.9,158126,4,3,7637
3.1,19996,3,1,10300
2.7,182594,3,1,7648
3.1,21375,2,4,10072
3.7,88641,5,1,9527
1.6,237413,2,3,4851
2.6,26607,4,2,10267
1.3,182449,2,3,6551
2.0,94713,2,5,4805
4.7,79995,3,1,8200
5.0,85317,3,1,16893
2.9,93930,5,4,7221
1.2,122511,5,1,12249
4.7,131134,3,5,12577
2.6,124257,3,4,9114
4.1,277774,4,5,8644
4.9,128700,2,2,10326
1.6,13888,4,4,11422
1.7,35106,5,3,13997
4.4,176976,5,5,12560
2.5,99892,3,3,10402
3.6,87376,3,2,12552
2.3,137281,2,1,8254
3.1,154172,2,1,11616
2.9,119000,3,2,8420
2.1,34344,5,1,11813
4.2,270353,4,3,4192
2.5,14321,4,5,11313
3.6,159769,2,4,9304
5.0,204501,3,2,11509
3.2,108747,4,5,8625
2.7,280261,5,2,8694
3.1,71896,4,2,12362
2.4,157739,2,1,3645
2.6,6294,4,2,11574
1.8,210021,2,2,2000
2.9,131974,5,2,12060
1.3,1130,5,3,9877
1.4,213571,4,3,2000
1.4,128077,3,1,11838
3.3,128001,2,5,9239
2.8,190385,2,3,9292
1.8,129830,4,4,4303
2.0,266591,5,2,6368
3.9,120286,2,3,7694
2.2,77294,2,1,7154
3.5,229000,3,5,8720
4.6,18092,2,5,14938
4.7,265634,5,2,7987
4.4,92731,2,2,10845
5.0,243628,2,4,4527
3.8,149271,4,5,7714
3.9,285572,3,3,6088
1.5,42407,4,5,12451
2.7,176838,4,5,3563
3.9,243447,4,1,7031
3.4,202840,2,4,5843
3.7,76999,5,2,9960
1.2,203550,2,3,6029
4.4,51605,4,3,14567
2.7,179849,2,1,8703
2.1,207137,3,4,7057
4.1,124068,2,5,7818
3.3,290448,5,2,8291
3.5,231236,3,5,3875
3.4,20180,5,2,8596
2.3,22943,4,3,13241
4.7,176791,4,2,10064
1.8,190460,4,3,2690
1.2,63068,5,4,8238
1.6,187881,2,1,3742
3.8,101820,4,3,12863
4.5,96051,2,1,10978
4.9,149792,3,1,12004
1.1,80175,3,3,6096
1.4,44269,5,1,10814
2.4,36305,4,2,8173
1.9,163692,4,3,7026
4.8,291332,4,4,9073
4.5,58937,2,5,12621
1.6,179761,2,5,10104
1.7,282865,3,3,4542
1.4,75766,4,5,6884
3.5,182916,5,2,10341
3.9,144476,4,5,10810
2.1,284512,3,5,8609
3.7,130097,2,5,11898
2.3,56104,4,3,14677
2.2,52019,4,1,8359
4.2,219610,2,2,4507
2.7,233642,2,2,7827
2.3,179932,4,4,5801
2.6,26838,3,5,8263
2.3,158003,5,4,7739
2.7,12785,3,5,10044
1.5,155787,5,2,4984
4.3,64520,3,5,12209
4.8,232537,5,1,6749
2.5,70334,4,4,12693
2.6,111820,4,4,7263
1.1,287171,5,2,5956
4.7,70010,3,2,13699
3.3,161823,5,2,7763
1.5,192279,5,2,5354
2.5,36869,3,4,11162
3.5,83960,2,2,11520
4.3,197965,5,4,10140
2.5,299947,2,4,7701
1.2,17005,3,1,8559
3.5,282147,4,1,6557
2.0,280447,3,1,3291
3.4,78808,3,4,10323
3.8,152715,4,5,12145
2.5,108890,5,4,9922
3.9,250210,4,3,7195
2.3,9729,3,3,11505
4.3,110919,3,1,14781
2.8,169599,5,5,10208
4.7,287915,2,1,10441
3.4,230777,4,5,9184
1.8,89738,2,3,8605
4.7,177602,4,5,13047
3.8,138757,2,1,8124
3.1,80772,2,5,6884
3.7,130593,3,5,10688
1.8,83464,3,1,10730
1.9,135168,3,2,6196
3.4,10808,3,3,7583
2.7,5216,5,5,12995
1.0,2425,2,2,10251
2.1,205620,4,5,4687
4.8,222592,5,2,7848
1.2,66838,2,4,4563
1.9,149619,4,4,8607
3.1,249625,2,4,8207
2.1,118204,3,5,8135
2.5,209042,4,3,6919
3.5,211848,4,5,9963
4.0,164115,3,3,5417
4.5,91157,4,3,9276
4.4,268313,5,5,7633
4.5,8398,4,4,9032
4.3,272803,4,4,6743
2.3,78241,5,1,7235
4.7,143073,5,5,9838
4.0,98916,3,5,11721
4.5,59291,3,1,12114
2.3,30624,4,5,12687
4.7,239598,4,1,10008
2.6,271873,2,3,3862
1.2,229601,2,2,5907
2.2,45986,4,1,6680
4.7,284290,4,2,11014
2.6,193338,3,1,10433
3.3,115661,2,1,10586
1.1,72509,5,2,13849
2.0,166381,4,4,6672
4.1,63211,5,5,13435
1.9,251428,3,1,9271
4.3,145135,5,1,7497
1.1,97994,4,4,6240
2.0,154699,5,1,10806
1.4,287005,4,4,2000
4.8,248488,2,1,12130
2.1,222692,2,2,4046
4.0,147070,4,2,12058
3.1,270680,3,2,3586
1.9,266157,3,1,4676
2.5,8549,4,3,8829
2.0,185876,2,4,4582
4.7,181983,4,3,7260
1.6,161978,5,4,7160
4.0,70381,5,2,9592
3.3,159932,5,2,10201
2.9,106916,2,1,8161
2.9,149491,3,5,10810
4.1,217505,3,4,12149
3.2,99797,3,2,11004
4.0,233087,3,3,9138
4.9,191897,4,2,10062
2.7,125256,2,1,5494
1.6,203941,2,5,8221
2.9,31425,4,2,13171
2.4,195146,5,2,2597
2.7,218774,5,1,8324
3.3,279509,2,3,6909
1.4,192410,5,3,6051
4.5,176770,4,5,12164
3.4,235574,2,4,7088
2.1,137146,5,5,5857
1.9,288636,3,5,6727
1.1,8855,3,2,10922
4.0,19581,5,4,11308
4.7,124920,4,4,11401
3.1,115840,3,4,11083
1.5,198784,4,1,3424
1.8,246787,2,1,7164
3.5,248083,2,5,8938
2.3,208379,5,3,7732
3.3,239076,5,2,9418
1.3,161773,2,1,8764
3.9,187800,5,4,11544
1.2,148720,3,2,7925
4.4,272487,3,1,8650
3.0,90797,4,2,13784
4.8,210063,3,1,10898
1.2,149432,4,3,5411
2.5,170525,5,3,8289
3.3,283554,2,2,8028
3.8,230086,2,5,8098
4.6,215310,2,4,8893
3.3,159950,5,3,8101
2.0,139139,4,5,4817
4.0,258604,3,4,9827
2.2,284193,2,4,7916
3.8,255533,4,1,11689
4.2,231221,3,4,5875
3.8,201522,3,5,12769
3.5,118648,5,1,6827
3.1,170453,2,1,6790
3.9,78429,2,1,16231
1.2,76098,5,3,7878
4.6,128953,2,4,9220
2.7,51432,2,3,10271
4.9,197530,2,3,6649
1.7,215389,5,1,4792
1.6,134151,2,4,4216
3.2,85061,3,5,7398
2.5,99827,4,2,10603
1.9,143356,5,2,6332
3.9,176201,3,4,11875
1.1,108671,2,5,6726
4.4,132007,3,3,10659
2.6,239235,4,5,7215
1.7,211733,5,3,6665
1.3,141074,3,1,8878
2.4,110704,5,4,7585
3.2,170640,3,5,10087
3.4,87261,4,1,12654
3.4,164190,2,2,11316
1.3,155334,2,1,6793
2.9,289360,4,5,8012
3.1,241457,4,5,9270
1.4,98192,4,4,6336
4.2,94834,5,2,7903
1.3,88151,2,2,8336
3.4,38370,5,3,10732
4.1,254750,3,3,7905
4.1,4751,3,5,13804
3.5,233833,3,1,4423
2.1,210354,3,5,8992
2.6,247388,2,2,2652
4.2,124629,3,2,8807
4.4,8916,5,2,8921
3.0,284441,2,1,6711
1.6,153548,3,5,3829
4.7,292097,2,2,6758
2.8,61013,3,4,5979
2.6,180538,2,2,5589
2.4,158538,2,3,5729
1.4,78634,2,1,14327
3.7,72093,3,2,8258
1.6,232233,3,3,3955
4.7,117916,4,4,10041
1.8,288220,3,3,5435
3.1,196259,3,4,4474
3.1,76820,4,3,7463
1.1,297669,2,1,2000
2.0,211686,4,4,6666
4.5,134919,5,5,5901
3.3,188704,3,3,5425
2.5,65076,5,4,15398
3.5,243409,2,5,4731
1.6,129395,2,3,4912
1.5,292167,4,4,8156
1.0,239564,5,1,7208
1.2,286319,2,2,9073
3.8,282059,4,5,7958
2.9,74117,5,3,11917
4.8,70217,2,3,15195
1.2,35391,2,3,9992
3.2,166329,4,5,8473
4.6,238658,3,1,9226
3.2,139866,5,3,9802
5.0,151529,5,4,10269
4.5,16971,4,2,14160
4.1,32785,5,5,11844
4.6,19576,2,5,10708
4.8,113441,4,1,11331
4.5,246638,4,2,6467
4.0,202262,2,4,10454
2.3,53742,3,2,10325
3.8,294151,5,2,4216
3.4,237430,4,2,3051
3.7,141739,4,3,10065
2.6,166188,2,4,5376
1.4,125634,5,5,3987
2.4,100932,2,4,10881
4.0,181033,3,1,9479
3.2,213982,2,3,5120
1.7,123664,4,3,9026
3.5,253742,3,1,8225
1.5,10282,2,5,7494
3.1,295220,2,1,5795
4.8,237133,2,1,5157
4.9,155788,5,1,7984
2.4,81351,4,4,10872
2.2,199392,4,2,11812
1.3,257281,4,3,4854
3.8,278822,5,2,4323
4.2,215585,5,3,10288
4.4,20870,3,4,10482
2.8,44239,2,5,13615
4.2,56873,2,3,12362
3.3,1453,5,3,11570
4.8,292305,3,3,4253
4.4,276567,4,2,8368
2.7,160770,3,4,11484
2.8,36288,4,1,8274
4.3,115453,3,2,12090
2.7,130544,5,4,4489
4.6,122186,3,5,11056
3.7,6755,3,2,9164
4.9,251811,3,3,4263
1.7,179625,3,5,4007
3.2,156713,3,2,8065
4.5,152203,3,3,9155
1.1,212399,2,5,3052
1.6,281145,5,3,3077
1.1,44195,5,5,5816
4.8,239695,5,4,8606
4.7,222672,5,3,6446
1.1,31604,2,1,11067
4.3,279294,3,1,8514
4.6,212129,3,1,9257
4.8,176896,3,3,12762
3.5,173012,2,3,10139
2.0,131907,3,3,8261
1.2,39712,4,3,6805
3.4,156121,4,3,9677
3.8,228277,5,2,7934
1.2,13093,4,2,10538
1.4,187887,3,2,3542
1.8,189834,4,5,8403
3.8,48417,3,5,11531
1.3,32383,4,5,8352
4.4,179403,5,3,8511
1.1,219959,3,4,3200
1.1,220420,2,4,5591
2.5,230751,3,1,2984
2.1,146812,5,2,10163
3.3,216463,5,5,3670
3.9,127919,3,4,9341
4.9,112137,4,2,12357
1.4,292668,4,2,5046
4.4,18372,5,1,14132
2.4,272383,3,4,6052
4.2,16425,2,3,14271
3.7,254043,5,3,7819
3.5,229393,4,5,8012
2.1,266257,5,1,4774
4.3,296971,4,4,6660
3.4,171956,3,3,10360
2.4,118305,4,5,6233
2.2,112328,4,3,9553
4.6,103664,2,2,11026
2.4,72130,3,3,11657
2.9,6037,5,2,10579
2.1,50793,3,3,11184
2.3,191174,5,3,4476
2.8,134173,2,5,10516
2.4,22168,5,4,14456
3.3,33225,4,4,11935
4.3,29548,4,1,10509
3.6,40858,2,2,11582
3.4,184951,4,2,11900
3.7,19065,4,5,14718
2.8,146189,4,3,8576
4.6,204744,3,2,8205
3.3,114787,4,3,7204
4.5,292008,5,2,4259
4.8,85532,3,5,15289
2.3,212627,2,1,9847
3.9,249972,3,1,11300
2.8,134787,4,1,10604
3.7,118324,3,1,7833
3.9,69238,5,3,12315
5.0,177043,2,3,10259
1.6,126184,4,2,8876
1.5,107002,5,2,5559
1.6,259664,3,4,2406
1.2,108338,3,3,8533
4.9,97726,3,5,12545
4.6,232629,3,2,9347
3.3,101386,5,4,10972
1.9,102533,5,5,11849
4.2,141075,3,4,7378
3.1,173418,2,3,4631
3.8,285401,2,2,6691
2.9,292244,3,4,8055
3.9,17369,3,3,11852
4.3,115187,5,2,6696
1.1,96140,5,2,5177
4.1,16736,2,3,10765
1.1,211012,3,5,4279
1.7,1631,5,2,14167
2.7,279475,2,3,9810
4.0,124977,3,3,12300
3.7,18159,3,1,8936
3.0,169890,5,1,7002
1.0,184645,3,3,4707
1.6,81288,5,4,13574
1.1,198502,3,2,6529
1.6,51098,4,2,4678
4.1,266230,5,4,6375
4.3,140185,4,3,12196
2.5,179706,5,2,5305
2.7,160171,5,1,11496
4.1,206059,5,3,9478
1.8,273414,3,4,4731
3.4,257955,3,1,8040
1.7,48544,3,1,12729
4.2,17008,5,3,16759
3.3,270132,4,2,6797
3.7,213939,5,5,9521
3.5,57902,2,2,12641
2.7,63178,3,3,5536
1.1,255461,2,4,4090
4.2,122228,5,3,9255
4.2,127524,3,5,11149
4.8,102424,4,3,10651
1.8,9277,5,2,13614
1.3,136281,3,1,8374
1.4,82203,5,1,6255
3.1,277817,5,3,7943
4.4,248658,5,4,9626
1.5,109856,2,1,12302
3.0,131585,4,5,9768
1.6,173267,3,1,6734
3.6,148488,4,2,7730
4.2,102212,4,5,10155
4.6,20503,2,2,16589
3.3,57797,5,3,14344
4.9,85649,5,3,10087
2.0,68443,3,1,11431
4.7,128780,2,5,13724
3.2,23945,3,1,10121
3.7,214263,3,4,6214
4.9,209826,5,2,10303
1.0,31173,3,3,10376
4.5,181732,3,1,5565
4.3,206372,3,1,6972
2.0,35063,4,5,10698
2.2,132138,5,2,4257
4.6,227591,5,3,11848
1.0,104108,5,4,5117
4.1,113204,3,3,7735
4.6,103598,5,4,10528
3.1,227407,2,4,8751
1.8,132811,4,3,7443
2.3,161315,3,2,11573
2.6,195860,5,2,8782
2.5,188471,4,5,11430
3.7,193168,4,4,10936
3.6,27859,3,5,12542
1.7,51339,5,2,10773
2.4,277398,2,5,5852
2.2,101345,4,2,10873
3.1,201488,4,4,4370
4.2,88810,3,3,8823
1.2,108945,2,1,9121
1.5,273037,3,1,5639
2.6,104007,3,1,9419
3.6,24972,4,4,12100
1.1,255167,5,4,2000
2.2,282943,5,4,7841
2.4,269224,5,3,3115
3.1,182422,5,3,6751
1.9,215554,3,5,2888
4.3,86940,3,1,10661
4.9,66286,3,5,11274
1.2,290305,3,1,2000
4.6,240475,2,4,8490
1.6,68137,4,4,8437
1.6,34978,2,5,5000
2.7,263062,4,2,2000
4.3,210476,2,1,11890
1.1,219136,5,1,9317
2.7,92418,4,4,8651
3.8,83933,3,4,8221
1.5,172799,3,3,6644
3.3,281252,4,2,4874
2.5,145137,2,2,6397
2.6,22989,5,4,10640
3.4,169389,2,2,10312
3.0,267112,5,2,9557
4.1,161857,4,5,6162
4.7,93518,3,4,11129
1.8,226159,3,3,5276
1.5,23346,3,4,6633
2.7,280751,3,4,6884
2.0,282072,3,5,2000
1.3,67749,2,3,8245
2.5,193247,5,1,4535
1.8,287148,4,5,6257
3.1,52062,2,4,11258
4.6,231301,5,5,6073
2.7,65650,4,3,8787
1.8,261314,3,1,2473
2.9,282974,2,5,5440
3.3,162757,2,1,11044
3.5,69098,3,4,15418
2.9,282768,2,3,3444
4.3,255308,2,1,7193
4.9,162622,5,2,5747
2.6,79713,3,3,10205
1.7,75400,5,4,11192
3.2,228821,2,1,8423
1.5,56072,2,5,9778
1.8,207513,2,3,6749
2.2,81646,3,4,9367
4.2,26112,3,3,12677
4.1,76181,5,2,8176
4.4,127257,2,4,11554
4.4,264147,3,1,11517
4.8,295066,4,4,8398
4.2,3079,5,4,15238
4.3,253889,4,3,6622
1.3,189428,2,2,7311
2.5,222867,3,4,4642
2.9,148212,5,2,6435
2.5,150408,5,1,7491
4.1,291071,3,2,6478
4.7,211715,2,4,6665
3.8,128273,4,1,10034
1.4,195977,3,5,4280
4.4,115042,3,1,14499
2.4,282222,2,5,4255
2.9,165008,3,1,6899
4.1,164802,5,1,13803
2.8,247347,2,3,4053
3.9,298275,3,3,9234
1.5,204331,4,5,10113
1.9,169512,3,3,10209
1.4,14981,3,5,11200
1.5,63515,3,5,10029
3.1,225946,4,2,4181
3.2,69485,4,4,11710
1.1,184353,5,2,2512
4.1,245950,4,2,6781
4.2,43357,2,1,10432
1.2,238115,5,5,6037
3.9,53263,4,5,12034
2.2,60725,4,1,10185
2.9,13036,4,3,12839
1.9,200249,3,4,4395
4.6,207314,4,3,7253
1.8,145628,5,2,2987
2.3,246922,5,3,2061
2.1,207880,2,3,9942
4.8,199318,5,1,7013
3.7,193331,4,3,6733
3.5,164915,2,3,13701
3.8,123338,5,4,8833
4.0,223606,5,4,9727
1.9,42520,2,3,9449
3.7,233520,2,3,7329
4.0,74435,4,5,13511
1.2,79659,5,5,6806
3.9,184064,4,4,8218
3.1,279835,5,1,6203
4.7,91669,3,4,12266
4.5,289405,2,1,10211
1.8,68807,5,4,13123
2.0,220849,4,1,9783
1.3,86199,5,1,4576
4.8,181534,2,4,14669
3.5,48780,4,5,11424
4.4,35353,5,3,12092
2.3,130547,4,3,9289
3.8,250716,5,4,3185
2.0,141608,5,4,8367
1.1,117793,4,3,2844
2.4,285074,3,1,9098
3.1,244385,2,5,8312
4.3,270057,5,4,11498
2.9,177432,4,1,7051
4.4,127685,2,1,11446
1.4,133616,5,2,8527
2.3,143560,4,1,9428
4.3,12675,3,4,8146
2.4,259033,3,5,8019
3.1,47734,5,1,13445
3.3,193194,4,1,11936
3.6,25567,2,2,9088
4.0,151680,4,3,11566
2.0,6031,3,4,7279
3.2,52021,4,1,11759
4.9,251250,4,2,9975
3.6,51350,5,1,11373
2.2,118575,2,1,6028
1.4,72981,5,4,12140
3.4,167054,3,2,9558
1.9,13436,3,3,6931
4.7,99254,3,4,13414
1.6,175432,5,3,7291
1.1,206638,4,5,3767
3.2,101752,3,4,11564
3.7,163981,3,2,8120
2.8,127103,2,3,11757
1.4,233074,3,5,7638
2.6,124601,3,2,9007
2.4,51849,5,5,7863
4.9,244275,2,4,8314
2.8,74603,4,1,6707
1.2,249937,3,1,5101
3.4,230574,4,2,3488
1.8,284979,2,5,2000
3.5,271334,3,2,4873
1.9,167617,4,4,5747
4.6,202817,3,5,8743
4.9,113571,4,3,10728
4.9,200089,2,2,12398
4.4,197298,5,2,6954
1.9,238459,4,4,7230
2.0,291807,4,3,7663
3.4,19253,3,3,12114
2.3,213607,4,3,7727
4.6,168805,3,3,11623
1.7,269757,3,4,2904
4.2,30677,2,1,13086
3.0,287480,2,5,6150
1.5,283190,3,5,5736
3.7,82829,3,4,8443
2.5,161235,4,3,10375
3.7,147961,3,2,7840
2.2,13096,3,2,14638
2.0,298306,3,1,2233
1.7,215848,2,1,6483
3.6,130041,5,4,11199
2.7,142550,2,2,6549
3.4,168771,2,3,8624
4.2,162896,4,5,6542
4.3,149833,5,4,6703
3.2,278860,4,4,7122
1.1,140668,5,1,8186
5.0,162415,4,2,11351
4.2,56697,3,4,7766
4.7,173615,5,4,5327
1.5,107755,5,4,6244
2.9,142524,3,3,13049
3.0,280056,4,5,9498
3.5,97304,5,3,6853
4.9,165779,2,4,12184
4.6,77111,5,1,11657
2.3,181347,5,4,8473
1.2,21081,4,1,9678
3.2,27181,3,5,10656
3.8,201447,3,1,3871
1.7,134308,2,3,9413
4.7,292493,3,4,6850
2.8,28667,5,2,8426
1.6,22850,4,1,10443
1.1,214545,2,1,9809
1.4,141763,5,1,4464
2.2,270036,3,1,3299
1.1,283046,2,2,3039
3.7,74299,3,1,9614
2.3,238121,5,3,9537
4.2,243792,3,2,4924
2.5,82704,3,2,11845
1.0,70555,2,5,10388
3.8,184849,3,3,10403
3.5,197100,2,5,8758
3.2,132511,4,4,8249
2.6,119318,3,4,10213
4.9,292765,2,3,6744
2.6,75419,2,4,14391
3.0,153562,2,1,12928
3.0,268069,4,2,5738
4.7,210551,3,4,9088
4.0,150209,4,3,11995
4.6,191267,5,3,6874
4.5,293787,2,2,5424
4.1,218564,5,2,12728
1.8,9861,2,2,7902
2.8,971,5,5,13780
4.1,49237,5,3,11815
4.1,104642,2,2,12707
3.8,69740,2,1,16905
4.8,92126,2,1,11557
4.6,1406,5,3,17871
2.5,215425,5,4,8491
1.4,1427,4,1,11071
2.7,208809,4,2,9923
2.1,194695,5,5,5206
4.9,174684,4,4,11606
4.3,135842,5,5,9683
1.4,83765,2,4,8024
1.1,25313,5,4,9793
4.9,265649,4,4,5687
1.2,289471,3,2,5410
2.6,124589,5,3,7808
3.0,234085,3,5,2718
2.5,83937,5,1,7021
3.3,261869,2,1,8962
1.3,289632,2,4,2007
1.1,100661,3,3,10086
1.7,193015,4,3,8339
4.7,128351,5,3,14532
4.1,14935,4,5,10201
3.8,229479,5,3,10310
2.8,166969,2,5,4160
1.8,165836,4,5,5983
1.4,10910,3,1,10081
3.2,122669,5,2,10546
3.9,81626,5,2,10867
4.9,62111,3,1,9857
1.3,124806,4,5,4803
3.3,288662,3,4,7926
3.4,39460,3,2,12410
4.4,94413,3,4,12211
2.8,105651,5,4,8686
2.5,144244,2,3,9115
4.2,22625,3,3,7847
3.1,94118,3,1,9917
1.4,1123,5,4,9877
4.9,27258,2,5,11554
2.7,42484,4,3,11550
4.7,294229,3,4,6815
2.5,229907,2,3,4701
4.3,138053,5,1,8338
1.4,276510,3,2,3269
3.2,249206,5,2,9615
3.4,204328,5,2,6713
2.0,31848,4,5,9963
1.1,184647,2,1,6307
3.1,226621,4,2,6167
1.2,198986,3,1,9120
4.0,203506,5,5,7329
2.5,57444,2,1,10751
2.3,238144,2,1,7937
2.3,231788,4,5,6864
2.8,47046,2,2,11159
1.8,274097,5,4,4718
4.3,258241,3,5,6235
3.4,266526,4,3,4069
1.8,3235,5,4,16235
1.3,175515,3,3,7789
1.4,212695,5,1,2746
3.7,231703,4,1,7665
1.9,156936,5,2,3161
1.9,8589,4,5,7928
1.1,289703,4,2,3805
4.2,66109,5,5,8277
3.9,161261,5,2,10374
2.7,133476,5,4,8630
2.5,189081,2,1,8218
3.3,223568,5,2,10628
4.2,246820,2,5,11663
3.0,151956,5,4,10960
4.0,244725,3,3,7105
2.1,202184,4,2,6956
1.7,255899,3,1,3082
3.2,274253,4,1,3014
4.0,162223,5,5,9055
2.5,105611,3,2,9587
3.1,48668,4,3,9526
2.7,94677,3,5,12706
2.2,26162,3,5,9376
3.6,189266,3,5,5814
2.2,102893,4,5,11442
3.4,61829,2,2,8063
4.2,177156,5,1,10756
2.9,211902,2,4,11161
1.1,182152,5,5,8956
4.9,292909,5,5,10441
3.8,295818,4,2,8283
3.0,120036,5,2,12399
3.3,155565,2,5,9588
4.5,186516,5,3,9669
